time,X_value,Y_value,Z_value
5.55500,0.65791,-0.21879,-0.06079
5.56500,0.65730,-0.16381,-0.06628
5.57600,0.68662,-0.13022,-0.07300
5.58600,0.72999,-0.10395,-0.06995
5.59600,0.79474,-0.12411,-0.06140
5.60600,0.84545,-0.14732,-0.04368
5.61700,0.89493,-0.17298,-0.03330
5.62700,0.92608,-0.18153,-0.03085
5.63800,0.94196,-0.18703,-0.03269
5.64800,0.92974,-0.16626,-0.03024
5.65800,0.88088,-0.13205,-0.02169
5.66900,0.83934,-0.10700,-0.01070
5.67900,0.78741,-0.10700,0.01007
5.68900,0.73305,-0.11678,0.03206
5.70000,0.71228,-0.13205,0.04978
5.71000,0.72877,-0.13632,0.05650
5.72000,0.73915,-0.10639,0.05650
5.73100,0.71472,-0.05874,0.04673
5.74100,0.69212,-0.04408,0.03756
5.75200,0.63897,-0.04103,0.02107
5.76200,0.52169,-0.04653,0.00824
5.77200,0.40807,-0.04286,-0.00153
5.78300,0.29872,-0.03431,-0.00581
5.79300,0.20831,-0.02454,-0.00886
5.80400,0.13073,-0.03003,-0.01070
5.81400,0.01833,-0.04164,-0.00398
5.82500,-0.12827,-0.06546,0.00458
5.83600,-0.25045,-0.07157,0.01863
5.84600,-0.37323,-0.07951,0.03817
5.85700,-0.49846,-0.08196,0.05772
5.86700,-0.59009,-0.08196,0.06811
5.87700,-0.68538,-0.06913,0.06933
5.88800,-0.74586,-0.04836,0.06200
5.89800,-0.80756,-0.02087,0.04795
5.90800,-0.83199,-0.01904,0.03268
5.91900,-0.85459,-0.03675,0.01374
5.92900,-0.87109,-0.04836,-0.00031
5.94000,-0.87597,-0.05325,-0.02658
5.95000,-0.91262,-0.05141,-0.02841
5.96100,-0.99082,-0.01537,-0.02475
5.97100,-1.03297,0.03777,-0.03330
5.98200,-1.08428,0.08114,-0.03880
5.99200,-1.12215,0.11413,-0.04490
6.00300,-1.16430,0.14712,-0.04857
6.01300,-1.21684,0.14895,-0.05101
6.02300,-1.23577,0.13429,-0.04124
6.03400,-1.19790,0.14101,-0.02230
6.04400,-1.12521,0.18621,0.01007
6.05500,-1.03846,0.21065,0.06261
6.06500,-1.01036,0.18438,0.08216
6.07500,-0.99876,0.14956,0.08460
6.08600,-0.95661,0.10619,0.08338
6.09600,-0.90468,0.07809,0.07910
6.10600,-0.84665,0.10008,0.06505
6.11700,-0.79656,0.16911,0.03756
6.12700,-0.81183,0.20698,0.02412
6.13800,-0.86742,0.16422,-0.01742
6.14800,-0.80878,0.06343,-0.04674
6.15800,-0.69577,-0.03431,-0.06384
6.16900,-0.71409,-0.00071,-0.04551
6.17900,-0.77151,0.06954,-0.01619
6.18900,-0.76846,0.12879,0.00946
6.20000,-0.70249,0.16667,0.03512
6.21000,-0.61574,0.17277,0.04123
6.22000,-0.57359,0.17888,0.02229
6.23100,-0.53694,0.17827,-0.01008
6.24100,-0.48746,0.14101,-0.03635
6.25100,-0.44653,0.09397,-0.05651
6.26100,-0.43371,0.04877,-0.07178
6.27200,-0.41782,0.03228,-0.07117
6.28200,-0.39033,0.04144,-0.05712
6.29200,-0.35185,0.06832,-0.03085
6.30300,-0.29993,0.07748,-0.00275
6.31400,-0.25533,0.06404,0.01496
6.32400,-0.22540,0.02372,0.02840
6.33400,-0.18875,-0.00132,0.04550
6.34400,-0.18020,0.00967,0.04673
6.35500,-0.22601,0.03899,0.04856
6.36500,-0.27183,0.07992,0.05100
6.37600,-0.29809,0.08298,0.05039
6.38600,-0.28099,0.03044,0.03145
6.39700,-0.29504,-0.01171,0.02473
6.40700,-0.30970,-0.08012,0.02473
6.41700,-0.31825,-0.12288,0.01924
6.42800,-0.33597,-0.11128,0.01985
6.43800,-0.35552,-0.05630,0.00152
6.44800,-0.37567,-0.00865,-0.01680
6.45900,-0.34391,0.01089,-0.02841
6.46900,-0.29626,0.02739,-0.04063
6.48000,-0.28404,0.06465,-0.03574
6.49000,-0.03603,0.08664,-0.00520
6.50000,0.23825,0.12635,0.03878
6.51100,0.45327,0.15017,0.05039
6.52100,0.50886,0.14590,0.02535
6.53100,0.40012,0.11902,-0.01253
6.54200,0.33171,0.08970,-0.04490
6.55200,0.27490,0.04510,-0.09805
6.56200,0.13929,0.04022,-0.11271
6.57300,0.10019,0.01884,-0.12065
6.58400,0.02628,0.03350,-0.11699
6.59400,0.00001,0.07442,-0.10416
6.60400,0.08309,0.12818,-0.08461
6.61500,0.06048,0.15811,-0.07361
6.62500,0.03605,0.16483,-0.08033
6.63500,0.06659,0.11474,-0.07728
6.64600,0.07087,0.07076,-0.06384
6.65600,0.06598,0.01456,-0.06140
6.66700,0.06354,0.02006,-0.06201
6.67700,0.04216,0.04388,-0.04857
6.68700,0.03605,0.05182,-0.03208
6.69800,0.03971,0.05488,-0.01986
6.70800,0.04033,0.05488,-0.01192
6.71800,0.00367,0.04022,0.00580
6.72900,0.02261,-0.01293,0.01863
6.73900,0.06904,-0.04164,0.02779
6.74900,0.08797,-0.03859,0.01924
