time,X_value,Y_value,Z_value
5.479,-0.41233,1.97397,0.95183
5.489,-0.41233,1.97397,0.95183
5.499,-0.41233,1.97397,0.95183
5.510,-0.41233,1.97397,0.95183
5.520,-0.40377,2.07110,0.65495
5.531,-0.27488,1.95809,0.47596
5.541,-0.20708,1.77910,0.30675
5.551,-0.21563,1.55736,0.07096
5.562,-0.44104,1.23360,-0.22653
5.572,-0.72875,0.81699,-0.52341
5.582,-0.80572,0.51522,-0.83617
5.593,-0.57421,0.86342,-1.03593
5.603,-0.33597,0.85303,-0.99195
5.614,1.10201,0.03203,-0.48126
5.624,0.70922,0.29226,-0.03716
5.635,-0.64384,0.74308,0.11616
5.645,-0.59497,0.58853,0.00621
5.655,-0.13866,0.17436,-0.16544
5.666,0.08064,-0.08159,-0.31877
5.679,0.39890,-0.27829,-0.45133
5.689,0.74526,-0.73888,-0.50875
5.700,0.87904,-1.30210,-0.56923
5.711,0.86499,-1.63258,-0.63520
5.721,0.84361,-1.71688,-0.70545
5.731,1.05864,-1.78468,-0.80746
5.741,0.98900,-1.83050,-0.92842
5.752,0.66096,-1.65518,-1.03165
5.762,0.39218,-1.37174,-1.09213
5.773,0.26451,-1.26667,-1.14344
5.783,0.07148,-1.24529,-1.17337
5.793,-0.13560,-1.19886,-1.24362
5.804,-0.08612,-1.23429,-1.36152
5.814,0.24924,-1.36929,-1.40917
5.824,0.43128,-1.44321,-1.28516
5.835,0.51313,-1.46642,-1.09457
5.845,0.66463,-1.37968,-0.72744
5.855,0.51619,-1.24346,-0.40124
5.866,-0.12583,-1.02782,-0.06465
5.876,-1.18568,-0.53241,0.28660
5.887,-1.43491,-0.24958,0.41060
5.897,-0.89613,-0.11030,0.12166
5.907,-0.16493,0.08945,0.03431
5.918,0.98961,0.02103,0.32264
5.928,0.71228,-0.04677,0.31225
5.939,0.12401,-0.20682,0.37212
5.950,-0.03725,-0.68757,0.38983
5.960,0.27856,-0.78836,0.02881
5.970,0.48198,-0.78470,-0.09886
5.981,0.81857,-0.76393,-0.26318
5.991,1.08796,-0.57945,-0.18377
6.001,1.05986,-0.04738,0.19680
6.012,0.85827,0.77362,0.56210
6.022,0.79291,1.19756,0.80339
6.035,0.54368,1.76628,0.94266
6.046,0.08003,2.11813,0.97199
6.057,-0.04336,2.37653,1.05629
6.069,-0.24128,2.44373,0.98481
6.081,-0.42149,2.40158,0.86447
6.091,-0.37506,2.39974,0.76124
6.101,-0.32925,2.40402,0.76857
6.112,-0.45386,2.33011,0.83637
6.122,-0.62124,2.47977,0.94511
6.132,-0.56504,2.64287,0.94266
6.142,-0.34330,2.56773,0.83271
6.153,-0.17592,2.20121,0.64640
6.163,-0.33841,1.77788,0.49734
6.174,-0.74647,1.38571,0.35318
6.184,-1.05557,1.10593,0.17175
6.194,-1.10810,0.64473,-0.28029
6.205,-0.64568,0.45414,-0.87038
6.215,0.26207,-0.02173,-0.84656
6.225,1.15882,-0.63320,-0.11108
6.235,-0.12217,-0.35526,0.20963
6.246,-0.77213,-0.10664,-0.01151
6.256,-0.37445,-0.33449,-0.09581
6.266,-0.22051,-0.53974,-0.12330
6.277,-0.06413,-0.34610,-0.29495
6.287,0.50519,-0.04738,-0.57350
6.297,1.09101,-0.59105,-0.75188
6.308,1.22479,-1.60020,-0.86061
6.318,1.11789,-1.91480,-1.02676
6.328,1.03848,-2.00154,-1.01638
6.339,1.02199,-2.25383,-0.89543
6.349,0.73977,-2.44747,-0.84656
6.359,0.38669,-2.39066,-0.84778
6.369,0.15639,-2.28804,-0.82396
6.380,-0.16859,-2.25077,-0.73294
6.390,-0.35124,-2.28681,-0.67124
6.400,-0.37140,-2.39127,-0.67185
6.411,-0.27244,-2.47435,-0.70728
6.421,-0.16920,-2.57331,-0.71339
6.431,-0.17226,-2.61790,-0.63642
6.441,-0.25106,-2.61546,-0.47699
6.452,-0.31092,-2.48657,-0.25769
6.462,-0.32314,-2.16953,-0.05854
6.472,-0.40072,-1.83233,0.09906
6.482,-0.75136,-1.38518,0.35684
6.493,-1.02502,-1.09196,0.54805
6.503,-1.38055,-0.41024,0.87058
